text,based_on,applied,received,acknowledgement,second,third,cermony,marriage,residency,stamp,irish_descent,origins
Application Based On  5+ years of residency ( EU citizen already) Applied On25/07/2018 Application received On 26/07/2018  AnPost tracking Acknowledgement 07/08/2018 Passport returned and reference number given +receipt Second Letter Pending Awaiting On ApprovalPending Date of CeremonyPending,5+ years of residency ( EU citizen already),,2018-07-26,2018-08-07,,,,False,True,,False,EU
Application Based On 5+ years of residency ( EU citizen already) Applied On25/07/2018 Application received On 26/07/2018 AnPost tracking Acknowledgement 07/08/2018 Passport returned and reference number given +receipt Second Letter 16/6/2019 Awaiting On ApprovalPending Date of CeremonyPending,5+ years of residency ( EU citizen already),,2018-07-26,2018-08-07,2019-06-16,,,False,True,,False,EU
"Application Based On Spouse to Irish citizen, non-EU Applied On15/08/2018 Application received On 16/08/2018 Acknowledgement  21/08/2018 - all passports returned, along with payment receipt and letter saying application entered 2nd stage Second Letter Not sure if this means a request for additional info/proofs? They never asked me for anything additional. Awaiting On Approval Received letter on 26/03/19 dated 19/03/19 requesting the €950 fee, passport pictures and GNIB. I sent these on 28/03/19 Date of Ceremony Awaiting","Spouse to Irish citizen, non-EU",,2018-08-16,2018-08-21,,,,True,False,,False,Non-EU
Sorry the above should read   Applicatio received 28th September 2018,,,2018-09-28,,,,,False,False,,False,N/A
Update Second letter received on 7 November 2018,,,2018-11-07,,2018-11-07,,,False,False,,False,N/A
Second Stage Letter Received 21/03/19 (dated 08/02/19) Awaiting On Approval Pending Date of Ceremony Pending,,,2019-03-21,,,,,False,False,,False,N/A
"I didn't know how to update so replying Awaiting On Approval received on 26th March 2019, letter dated 25th March  Date of Ceremony Pending - I'm hopeful to get an invite for the April ceremony",,,2019-03-26,,,2019-03-26,,False,False,,False,N/A
Invitation Letter received - 10/04/2019 (Dated 09/04/2019),,,2019-04-10,,,,,False,False,,False,N/A
Application Based On Non-EU (Stamp 1 & 4) - 5 years residence Application received on 7/6/2019 Acknowledgement & Passport Returned On 12/07/2019 Application Number & Receipt 2/11/2019 Second Letter I'm not sure if this is the same one as above Awaiting On Approval Pending Date of Ceremony Pending  I started to be impatient as I see many people who applied around the time I applied (and some even later) started getting approvals and invitations. I hope mine is on the way,Non-EU (Stamp 1 & 4) - 5 years residence,,2019-06-07,2019-07-12,,,,False,True,Stamp 1 & 4) - 5 years residence,False,Non-EU
Second letter received 9th June 2019,,,2019-06-09,,2019-06-09,,,False,False,,False,N/A
UPDATE Received Second Letter on 17 June 2019 (1 year since first applying).,,,2019-06-17,,2019-06-17,,,False,False,,False,N/A
"Acknowledgement 13/6/2019, Passport received 20/6/2019",,,2019-06-20,2019-06-13,,,,False,False,,False,N/A
Approval letter received Dated 17th November 2019 Waiting on invitation letter.,,,2019-11-17,,,2019-11-17,,False,False,,False,N/A
"Update  Approval received 18 Nov 2019. gnib, photos, bank draft sent the next day Ceremony invitation arrived for 9 Dec 2019.",,,2019-11-18,,,2019-11-18,2019-12-09,False,False,,False,N/A
Approval received 19/11/19   now plan to send payment and photos asap to try and get in on December ceremony.,,,2019-11-19,,,,,False,False,,False,N/A
"Approval received 8 January 2020, dated 7 January.  Ceremony Pending",,,2020-01-08,,,2020-01-08,,False,False,,False,N/A
"Ceremony 2/03/2020 1230. Received 11/02/2020, dated 09/02/2020",,,2020-02-11,,,,2020-03-02,False,False,,False,N/A
"Update -  Approval Letter 14/01/2020 (received, no date on letter) Date of Ceremony 02/03/2020 (invite received on 13/02/2020, dated 07/02/2020)",,,2020-02-13,,,2020-01-14,2020-03-02,False,False,,False,N/A
Application Based On Spouse of Irish Citizen ( 5+ yrs residence on stamp 1 and stamp 4 as well) Applied On28/05/2018 Application received On Next day Acknowledgement  07/06/2018 & passport Returned as well Second Letter 15/08/2018.  Awaiting On Approval Date of Ceremony,Spouse of Irish Citizen ( 5+ yrs residence on stamp 1 and stamp 4 as well),,,2018-06-07,2018-08-15,,,True,True,stamp 1 and stamp 4 as well,False,N/A
"Acknowledgement  15th June 2018, application number issued + old passports returned Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",,,,2018-06-15,,,,False,False,,False,N/A
Application Based on; NON EU 5 years stemp4 EU FAM  Applied on;28june2018 Acknowledgement; i got a letter on 25 july2018 normely processing. passports returned as well. seconed Letter;still wait,; NON EU 5 years stemp4 EU FAM,,,2018-07-25,,,,False,False,,False,Non-EU
Application Based On Non-EU 5+ residence Applied On24/08/2018 Acknowledgement 29/08/2018 +asked for more docs Approval28/05/2019 Date of Ceremony 09/12/2019,Non-EU 5+ residence,,,2018-08-29,,,2019-12-09,False,True,,False,Non-EU
Acknowledgement and Second Letter 03/06/2019,,,,2019-06-03,2019-06-03,,,False,False,,False,N/A
Application Based On  Applied On Application received On  Acknowledgement   Second Letter  Awaiting On Approval Date of Ceremony,,,,,,,,False,False,,False,N/A
Application Based On spouse of Irish national  Applied On 16.02.2018 Application received On 19.02.2018 Acknowledgement  06.03.2018 original passport returned  Second Letter n/a Awaiting On Approval n/a,spouse of Irish national,,,,,,,True,False,,False,N/A
"Application= based on 5yrs residency (non eu,stamp4) Application sent= 4rd april recieved 6th april(anpost tracking) Acknowledgement=recieved 20th april(dated 13 april)stated passed initial stage and already in 2nd stage+passports returned with receipt of fee) Approval date= Pending","5yrs residency (non eu,stamp4)",,,,,,,False,True,stamp4,False,Non-EU
"Application Based On       5years residency( Stamp 1, Stamp 4) Applied On                      20/Apr/2018 Application received On   23/Apr/2018 Acknowledgement            16/May/2018 (along with passport return) Second Letter                  16/May/2018  ( letter stating that your app is moved to second stage) Awaiting On Approval Date of Ceremony","5years residency( Stamp 1, Stamp 4)",,,,,,,False,True,"Stamp 1, Stamp 4",False,N/A
"Application based on-3 year marriage to irish citizen applied on-20-04-18 application received on-23-04-18 acknowledgement -17-05-18 dated on 11/05-18.asking different address proof,send it back on 18-05-2018 second letter-n/a date of ceremony-n/a",-3 year marriage to irish citizen,,,,,,,True,False,,False,N/A
Application Based On 5 yr residency Uk citizen Applied On April 26 Application received On April 30 Acknowledgement  Not yet. Passport returned but no app no. issued due to high volume of apps Second Letter  Awaiting On Approval Date of Ceremony,5 yr residency Uk citizen,,,,,,,False,True,,False,UK
Based on  11 years residency Eu citizen  Applied on 29.01.2018 Acknowledgement 3.02.2018 together with reference number and saying that application has moved to the second stage. Approval waiting ceremony date  waiting,11 years residency Eu citizen,,,,,,,False,True,,False,EU
Based on  12 years marriage to an Irish citizen + 23 years residency in N.I.  Applied on 17.05.2018 Acknowledgement 21.05.2018 Royal Mail tracking international Second Letter waiting Approval waiting ceremony date  waiting,12 years marriage to an Irish citizen + 23 years residency in N.I.,,,,,,,True,True,,False,N/A
"Application Based On 5 years residency, EU citizen (also Irish spouse) Applied 27th of August Acknowledgement Awaiting Second Letter Awaiting Approval Awaiting Invitation Awaiting","5 years residency, EU citizen (also Irish spouse)",,,,,,,True,True,,False,EU
Based on refugee status 3 years residency  Applied on  10 August  Acknowledgement latter recived  13 August  requested  For bank statement  Second latter  waiting  Approval waiting Ceremony waiting,refugee status 3 years residency,,,,,,,False,True,,False,N/A
"Application Based On 3 years Marriage to Irish citizen based in NI Applied On Oct 12 Application received On Oct 15 Acknowledgement  sent Oct 15, received Oct 17 returning passports and requesting Greece and Candian police check, additional bills for 2015, 2016 and 2018, a letter requesting explanation as why my signature changed from 4 years ago. Additional bills and letter re signature sent Oct 25th. Greece police clearance sent Oct 31st. Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",3 years Marriage to Irish citizen based in NI,,,,,,,True,False,,False,N/A
"update Application Based On 3 years Marriage to Irish citizen based in NI Applied On Oct 12 Application received On Oct 15 Acknowledgement  sent Oct 15, received Oct 17 returning passports and requesting Greece and Candian police check, additional bills for 2015, 2016 and 2018, a letter requesting explanation as why my signature changed from 4 years ago.  Additional bills and letter re signature sent Oct 25th, received Oct 26. Greece police clearance sent Oct 31st, received Nov 2. Canadian police check sent Nov 10, received Nov 12.  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",3 years Marriage to Irish citizen based in NI,,,,,,,True,False,,False,N/A
Application Based On 3yrs marriage to Irish Citizen Applied On 24.05.2018 Application received On 25.05.2018 Acknowledgement  06.07.2018 Second Letter  Awaiting On Approval Date of Ceremony,3yrs marriage to Irish Citizen,,,,,,,True,False,,False,N/A
Applyed as 5 years residence (NON EU stamp1)- on my own. submitted on 11/7/2018  Received acknowledgement letters and passports  27/7/2018  Emailed on 14/1/2019 to find out about application - replied still in progress. and will write to me if further documentation required. will be in touched as soon as decision is made.  It will be coming 8 months of wait mid March. I have not received any letter/ email requesting documents.  Should I contact them again? Looks like I will not make it April ceremony.,,,,,,,,False,False,,False,N/A
Application Based On 11years marriage to Irish Citizen Applied On 01.05.2018 Application received On 24.05.2018 Acknowledgement  24.05.2018 Second Letter  Awaiting On Approval Date of Ceremony,11years marriage to Irish Citizen,,,,,,,True,False,,False,N/A
Hello all..Can this timeline members start updating their approval status..just to give ourselves some hope My timeline Application =4th April 2018 Initial &2nd stage letter=13th April 2018 Approval=Pending  Goodluck,,,,,,,,False,False,,False,N/A
"Application Based On 19yrs marriage to Irish Citizen Applied On 20.02.2018 Application received On 21.02.2018 Acknowledgement  05.03.2018 Second Letter N/A Awaiting On Approval Date of Ceremony Not ever had a conviction for anything not even a speeding ticket. I emailed twice and only got that my application is being processed, good luck to all with quicker process times (even if I am jealous)",19yrs marriage to Irish Citizen,,,,,,,True,False,,False,N/A
Application Based On (Chinese) 12 YEARS marriage to Irish Citizen Applied On 01.05.2018 Application received On 24.05.2018 Acknowledgement  24.05.2018 Second Letter    Awaiting On Approval   Date of Ceremony Congratulations to those who got their approval letter today.18 years in Ireland and stamp 4 for 12years.always worked and paid PAYE. I am speechless for the length of waiting time.,(Chinese) 12 YEARS marriage to Irish Citizen,,,,,,,True,False,,False,N/A
second letter  15/3/2019 Awaiting on Approval Pending Date of Ceremony Pending,,,,,,,,False,False,,False,N/A
Second Letter  27/03/2019 (Dated 25/03/2019) Awaiting On Approval Approval letter 27/03/2019 (Dated 25/03/2019) Date of Ceremony Pending  Finally! Good luck to everyone.,,,,,2019-03-27,,,False,False,,False,N/A
"Application Based On Irish association, +++3 years  Applied On14/02/18 Application received On afew days later Acknowledgement  afew days later Second Letter 07/11/18 Awaiting On ApprovalPending Date of CeremonyPending","Irish association, +++3 years",,,,2018-11-07,,,False,False,,False,N/A
"Awaiting on Approval   1/4/2019 ( paid and  received  by tipperary office today) Date of Ceremony  Pending  Congrats to those receiving approval, & best of luck for those in waiting",,,,,,2019-04-01,,False,False,,False,N/A
Date of ceremony 29/04/2019 (letter dated 05/04/2019)   Good look to everyone and see you in the ceremony!,,,,,,,2019-04-29,False,False,,False,N/A
Got my invitation today.   Approval 03.04.19 Invitation Received 10.04.19 Date of Ceremony 29.04.19 1245,,,,,,,,False,False,,False,N/A
"Re 2018 Citizenship Application TIMELINES ONLY Post  by Jacyboy » Wed Mar 06, 2019 949 am  Application Based On 19yrs marriage to Irish Citizen Applied On 20.02.2018 Application received On 21.02.2018 Acknowledgement  05.03.2018 Second Letter N/A Awaiting On Approval Date of Ceremony Not ever had a conviction for anything not even a speeding ticket. I emailed twice and only got that my application is being processed, good luck to all with quicker process times (even if I am jealous)   I sent the immigration board an email under instruction from my solicitor nothing threatening, just asking why my process was taking so long and whether my application had been lost. Long behold I got a letter today dated 11/4/19  stating that I've been moved to the second stage. Good luck to everyone",19yrs marriage to Irish Citizen,,,,,,,True,False,,False,N/A
Application Based On 5 yr residency Uk citizen Applied On April 26 Application received On April 30 Acknowledgement  Not yet. Passport returned but no app no. issued due to high volume of apps Second Letter  received 15th April (Dated 8th April) Awaiting On Approval Date of Ceremony,5 yr residency Uk citizen,,,,,,,False,True,,False,UK
"Application Based On Non EU, 10 years in Ireland Applied On 03.02.2018 Application received On 09.02.2018 Acknowledgement  19.02.2018 Second Letter None so far, only correspondence is acknowledgement letter. Numerous email enquiries with “cut and paste” replies. TD got similar response. Awaiting On Approval Date of Ceremony","Non EU, 10 years in Ireland",,,,,,,False,False,,False,Non-EU
"Application Based On 4 years Marriage to Irish citizen based in NI Applied On Oct 12 Application received On Oct 15 Acknowledgement  sent Oct 15, received Oct 17 returning passports and requesting Greece and Candian police check, additional bills for 2015, 2016 and 2018, a letter requesting explanation as why my signature changed from 4 years ago. Additional bills and letter re signature sent Oct 25th. Greece police clearance sent Oct 31st. April 5 Recieved a letter requestion the declaration be completed again as the Notary Public missed a box. Letter sent April 8th, received in Tipperary April 11 Second Letter Recieved May 1 (letter not dated) Awaiting On Approval Pending Date of Ceremony Pending",4 years Marriage to Irish citizen based in NI,,,,,,,True,False,,False,N/A
"Application Based On Non EU, 10 years in Ireland Applied On 03.02.2018 Application received On 09.02.2018 Acknowledgement  19.02.2018 Second Letter 9.5.2019 (15 months after application submitted).  Awaiting On Approval Date of Ceremony","Non EU, 10 years in Ireland",,,,,,,False,False,,False,Non-EU
Application Based On 5 yr residency Uk citizen Applied On April 26 Application received On April 30 Acknowledgement  Not yet. Passport returned but no app no. issued due to high volume of apps Second Letter  Awaiting On Approval 27 May 2019 Date of Ceremony  Did not even check my letterbox today. Just read someone from 2017 got their approval Today. So got up to check my letterbox at 1130 pm to see my approval letter waiting in the letterbox.  Good luck everyone. Will send the draft and photos tomorrow.,5 yr residency Uk citizen,,,,,2019-05-27,,False,True,,False,UK
Received my Approval letter this morning! Fee request for 950e etc etc etc.. Date of the ceremony is Pending. Good Luck everyone. Keep an eye on the mail,,,,,,,,False,False,,False,N/A
Received today... Approval 28/5/2019,,,,,,2019-05-28,,False,False,,False,N/A
Awaiting on Approval Recieved May 30 2019. Date of ceremony Pending,,,,,,2019-05-30,,False,False,,False,N/A
Application Based On 5 yr residency Uk citizen Applied On April 26 Application received On April 30 Acknowledgement  Not yet. Passport returned but no app no. issued due to high volume of apps Second Letter  Awaiting On Approval 27 May 2019 Date of Ceremony 28th June letter  Invitation received 13 June,5 yr residency Uk citizen,,,,,2019-05-27,,False,True,,False,UK
Received invite to 28/6/19 ceremony today,,,,,,,,False,False,,False,N/A
"Date of Ceremony June 28, 2019. Invite Date June 14, 2019",,,,,,,2019-06-28,False,False,,False,N/A
"Update, I received letter on 18/06/2019 from the DOJ requesting proof of residency of the years 2013 and 2014 ,",,,,,,,,False,False,,False,N/A
"RECEIVED Date of Ceremony 28 June 10h30, WIT Waterford ...",,,,,,,,False,False,,False,N/A
"Received a letter dated 09/06/19, almost a year after my last correspondence, asking for 2 more forms of ID/address for 2015 that weren't uni letters...sent off my bank records and a doctor's note this week, tracked and signed and arrived on the 18/06.",,,,,,,,False,False,,False,N/A
"Second Letter My wife (stamp 3) received her second stage letter on 25/06/19, I am still waiting for mine.",,,,,,,,False,False,,False,N/A
"What will happen about ""continues residency"" issue....I was waiting to be approved this September. But think current issue with continues residency I'm concern with my final outcome  Spouse of Irish citizen (Non_EU) Application submitted-  23/07/2018 Second letter received-03/02/2019 Approval - Pending",,,,,,,,False,False,,False,N/A
"Received a letter dated today 24/07/19 requesting another proof of residency for the last three months prior to application, I'll be gathering that up and posting tomorrow. The last request for more information was for 2015, three years prior to my application which is based on marriage to an Irish citizen; and this is for 3 months directly before my submission, feels like they're making an effort to confirm residency between my husband and myself, here's hoping anyway","marriage to an Irish citizen; and this is for 3 months directly before my submission, feels like they're making an effort to confirm residency between my husband and myself, here's hoping anyway",,,,,,,True,True,,False,N/A
My family started naturalisation process for all 4 members in 2018  Member 1 Application Based on 5+ years of residency (EU citizen) Applied on 19.03.2018 Application received on 20.03.2018 Acknowledgement + Second stage letter 27.03.2018 Approval 13.09.2018 Bank Draft Sent on 19.09.2018 Date of Ceremony 26.11.2018  Member 2 Application Based on 5+ years of residency (EU citizen) Applied on 25.10.2018 Application received on 26.10.2018  Acknowledgement + Second stage letter dated-26.10.2018 received-01.11.2018 Approval 28.05.2019 Bank Draft Sent on 04.06.2019 Date of Ceremony 28.06.2019  Member 3 Application Based on minor U16 & 3+ years of residency (parent naturalised Irish citizen) Applied on 26.11.2018 Application received on 27.11.2018 Acknowledgement + Second stage letter 04.02.2019 Approval10.06.2019 Bank Draft Sent on 17.06.2019 Date of Ceremony N/A (minor) Cert Received on 24.07.2019  Member 4  Application Based on minor O16 & 3+ years of residency (parent naturalised Irish citizen) Applied on 26.11.2018 Application received on 27.11.2018 Current passport returned 06.02.2019 (after phone requests) Acknowledgement + Second stage letter 23.07.2019 Approval  Bank Draft Sent on  Date of Ceremony,5+ years of residency (EU citizen),,,,,,,False,True,,False,EU
Final timeline  Application Based On 5 yr residency Uk citizen Applied On April 26 Application received On April 30 Acknowledgement  Not yet. Passport returned but no app no. issued due to high volume of apps Second Letter  Awaiting On Approval 27 May 2019 Date of Ceremony 28th June letter  Invitation received 13 June  Passport applied 3 July Passport received 29 July.,5 yr residency Uk citizen,,,,,2019-05-27,,False,True,,False,UK
Second letter I received my second stage letter today (Day 320!). At least process is still moving,,,,,,,,False,False,,False,N/A
Approval 19/11/2019,,,,,,2019-11-19,,False,False,,False,N/A
Approval 19/11/2019  I also send congrats to markem!,,,,,,2019-11-19,,False,False,,False,N/A
Approval date 17/11/2019 Waiting for the date of ceremony  Good luck everyone!,,,,,,,,False,False,,False,N/A
Approval Letter 19th November 2019,,,,,,2019-11-19,,False,False,,False,N/A
Application Based On 5 year residency (Non-Eu) Applied On 7th Nov 18 Application received On 8th Nov 18 Acknowledgement  28th Nov 18 Second Letter 15th Jan 18 Awaiting On Approval 17th Nov 19 request for GNIB and 950 Euros Date of Ceremony 9th of December (Approval dated 25th November),5 year residency (Non-Eu),,,,,,,False,True,,False,Non-EU
Date of Ceremony 9th December 2019,,,,,,,2019-12-09,False,False,,False,N/A
Application Based On 5 year residency (Non-Eu) Applied On 12th Jun 18 Application received On 13th Jun 18 Acknowledgement 5th Jul 18 Second Letter 13th Jun 19 (after TD contacting the Minster's office) Awaiting On Approval Date of Ceremony  Additional Requested copy of my file under FOI Act 2nd Jan 20,5 year residency (Non-Eu),,,,,,,False,True,,False,Non-EU
Approval Stamp 3 approval 08/01/20 & Stamp 1 approval 07/01/20  Date of Ceremony Pending,,,,,,,,False,False,,False,N/A
"Update received my approval letter today, was dated 08/01/2020, thank god   after almost 18 months got it , i wish all the best for the people Who waiting for even longer than that",,,,,,,,False,False,,False,N/A
"Never updated when I received my 2nd Letter, here are my latest updates!   Second Letter 7/7/2019 Approval Letter 10/1/2020 <<-  Total wait time 1 yr 10 mos (hopefully will get next ceremony)  Will be sending in my fees, photos for the next ceremony...I've seen elsewhere here this might be in Feb.",,,,,2019-07-07,2020-01-10,,False,False,,False,N/A
"Application based on 5 years Residency Non-EU (Stamp 4) Applied 01/July/2018 Second Stage October 2018 Sent them an email in October 2019 asking for Update and they replied , your application Still is processing  Sent them an email again 22/01/2020 asking them for update ,this time they did not respond to my email  instead 3 days later of that email i got the approval letter by normal post (not registered)  Approval 27/01/2020 asking for 950 +Gnib+ photos Date of Ceremony Pending  guys every 2 months send them an email it helps sometime they forget about ur application",5 years Residency Non-EU (Stamp 4),,,,,2020-01-27,,False,True,Stamp 4,False,Non-EU
"Update  Application Based On Non EU, 10 years in Ireland Applied On 03.02.2018 Application received On 09.02.2018 Acknowledgement  19.02.2018 Second Letter 09.05.2019.  Awaiting On Approval 06.01.2020 Date of Ceremony 02.03 2020 (2 years, 1 month after application submitted)","Non EU, 10 years in Ireland",,,,,,2020-03-02,False,False,,False,Non-EU
"Application Based On Non EU, 5 years in Ireland Applied On 31.06.2018 Application received On 03.07.2018 Acknowledgement  15.07.2018 Second Letter 09.05.2019.  Approval 19.09.2019 Date of Ceremony 02.03 2020 (1 years, 9 months after application submitted.Did not try to attend december ceremony else 1 year 6 months)","Non EU, 5 years in Ireland",,,,,,2020-03-02,False,False,,False,Non-EU
Update Date of Ceremony 02/03/2020 - received for both applicants on 11/02/2020.,,,,,,,2020-03-02,False,False,,False,N/A
I got my approval letter 22 Jan 2020 and I got my invitation on 2 of March 12.30 two days ago,,,,,,2020-01-22,,False,False,,False,N/A
Application Based On non-EU married to an Irish Citizen Applied On 27.03.2019 Application received On 29.03.2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,non-EU married to an Irish Citizen,,,,,,,True,False,,False,Non-EU
Application based onspouse of irish citizen stamp 4 Application sent27/02/2019 Application received28/02/2019 via An post tracking  AcknowledgementPending Second stage letterPending Awaiting on approvalPending Date of ceremonyPending,spouse of irish citizen stamp 4,,,,,,,True,True,stamp 4,False,N/A
Application based on non-EU stamp 1 & 4 Application sent Jan second Week Application received Next day Acknowledgement 3rd week of Jan Second stage letter 3rd week of Jan ApprovalLast week of May Date of ceremonyJune 28,non-EU stamp 1 & 4,,,,,,,False,True,stamp 1 & 4,False,Non-EU
Application based onspouse of irish citizen stamp 4 Application sent19/05/2019 Application received20/05/2019 via An post tracking  AcknowledgementPending Second stage letterPending Awaiting on approvalPending Date of ceremony   NO Acknowledgement letter,spouse of irish citizen stamp 4,,,,,,,True,True,stamp 4,False,N/A
Second Letter  23/06/2019,,,,,2019-06-23,,,False,False,,False,N/A
No received my acknowledgement the 2/5/2019 then required to send proofs of address for the 3rd time so got on to my local td and he resent what I had sent again asking them to clarify why they keep asking for same!received a letter from inis 2nd week in June to say I had moved to 2nd stage they were looking for my ppsn card which I only had the old one so had to apply for new one.sent inis a copy of this last week and received a letter today 26/06 that they have received it so I'm hoping now for September ceremony,,,,,,,,False,False,,False,N/A
Received letter on 27/9/19 asking for a copy of the ID page from my husband's passport. Mailed copy same day.,,,,,,,,False,False,,False,N/A
EU citizen I applied for citizenship on 17/12/2018 Received notice of 2nd stage approval on 23/06/2019 am awaiting confirmation and ceremony,,,,,,2019-06-23,,False,False,,False,N/A
Update   08-01-2020 Received Approval along with 950 euro payment,,,,,,,,False,False,,False,N/A
"Second Letter - June 2019   Approval letter - January 2020 , asking for 950 euro Bank Draft and GNIB card .",,,,,2019-06-01,2020-01-01,,False,False,,False,N/A
